,,access,bridge,distance,from,hgv,highway,lanes,maxspeed,name,oneway,ref,service,to,tunnel
261118820,261118821,,,100.79953,261118820,,residential,,,South Princeton Avenue,,,,261118821,
261118821,261118822,,,101.377961,261118821,,residential,,,South Princeton Avenue,,,,261118822,
261118822,261118823,,,101.155547,261118822,,residential,,,South Princeton Avenue,,,,261118823,
261118823,5495413527,,,341.367523,261118823,,residential,,,South Princeton Avenue,,,,5495413527,
5495413527,5495415654,,,33.06245,5495413527,,residential,,,South Princeton Avenue,,,,5495415654,
5495415654,5495413531,,,9.289184,5495415654,,residential,,,South Princeton Avenue,,,,5495413531,
5495413531,368380111,,,23.383735,5495413531,,residential,,,South Princeton Avenue,,,,368380111,
261118877,5492846240,,,134.40501,261118877,,residential,,,South Princeton Avenue,,,,5492846240,
5492846240,261118879,,,179.484304,5492846240,,residential,,,South Princeton Avenue,,,,261118879,
261118879,497398794,,,56.403185,261118879,,residential,,,South Princeton Avenue,,,,497398794,
497398794,5492855729,,,57.667969,497398794,,residential,,,South Princeton Avenue,,,,5492855729,
5492855729,261118880,,,76.935798,5492855729,,residential,,,South Princeton Avenue,,,,261118880,
3590580598,5492846221,,,82.777967,3590580598,,residential,,,South Princeton Avenue,,,,5492846221,
5492846221,261118887,,,52.029712,5492846221,,residential,,,South Princeton Avenue,,,,261118887,
261118887,2334179323,,,175.487806,261118887,,residential,,,South Princeton Avenue,,,,2334179323,
2334179323,261118890,,,25.884919,2334179323,,residential,,,South Princeton Avenue,,,,261118890,
261118890,2334179312,,,28.813781,261118890,,residential,,,South Princeton Avenue,,,,2334179312,
2334179312,261118893,,,175.416504,2334179312,,residential,,,South Princeton Avenue,,,,261118893,
2404160131,261118924,,,258.017698,2404160131,,residential,,,South Princeton Avenue,,,,261118924,
261118924,2405447298,,,42.617597,261118924,,residential,,,South Princeton Avenue,,,,2405447298,
2405447298,2405447309,,,74.021973,2405447298,,residential,,,South Princeton Avenue,,,,2405447309,
2405447309,261118925,,,43.997027,2405447309,,residential,,,South Princeton Avenue,,,,261118925,
261118932,5498928773,,,21.445592,261118932,,residential,,,South Princeton Avenue,yes,,,5498928773,
5498928773,2350156272,,,28.918998,5498928773,,residential,,,South Princeton Avenue,yes,,,2350156272,
2350156272,261118933,,,150.786157,2350156272,,residential,,,South Princeton Avenue,yes,,,261118933,
261118933,261118934,,,203.028638,261118933,,residential,,,South Princeton Avenue,yes,,,261118934,
261119772,261119773,,,98.614066,261119772,,service,,,East Park Place,no,,driveway,261119773,
1685296295,1685262397,,,67.961847,1685296295,,service,,,East Park Place,,,driveway,1685262397,
1685262397,261119775,,,67.474773,1685262397,,service,,,East Park Place,,,driveway,261119775,
261122082,2425852565,,,66.591047,261122082,,residential,,,West 68th Street,,,,2425852565,
2425852565,261122084,,,67.337723,2425852565,,residential,,,West 68th Street,,,,261122084,
261122084,2425852721,,,64.764343,261122084,,residential,,,West 68th Street,,,,2425852721,
261122086,2425852678,,,56.889402,261122086,,residential,2,,West 68th Street,,,,2425852678,
2425852678,261122087,,,57.893144,2425852678,,residential,2,,West 68th Street,,,,261122087,
261122087,261122089,,,131.293937,261122087,,residential,2,,West 68th Street,,,,261122089,
261122089,261122090,,,58.818633,261122089,,residential,2,,West 68th Street,,,,261122090,
261122090,261122091,,,63.129034,261122090,,residential,2,,West 68th Street,,,,261122091,
261122091,2425852707,,,63.545931,261122091,,residential,2,,West 68th Street,,,,2425852707,
2425852707,261122092,,,59.289877,2425852707,,residential,2,,West 68th Street,,,,261122092,
261122092,365220388,,,58.749542,261122092,,residential,2,,West 68th Street,,,,365220388,
365220388,261122093,,,53.376275,365220388,,residential,2,,West 68th Street,,,,261122093,
261122470,1393813947,,,14.904504,261122470,,residential,,,South Everett Avenue,yes,,,1393813947,
1393813947,261122469,,,71.28601,1393813947,,residential,,,South Everett Avenue,yes,,,261122469,
261122472,371315692,,,8.875855,261122472,,residential,,,South Shore Drive,no,,,371315692,
371315692,5301216663,,,44.982209,371315692,,residential,,,South Shore Drive,no,,,5301216663,
5301216663,261122473,,,111.042897,5301216663,,residential,,,South Shore Drive,no,,,261122473,
261122474,2407976178,,,143.998384,261122474,,residential,,,South Everett Avenue,,,,2407976178,
2407976178,1576353940,,,28.223408,2407976178,,residential,,,South Everett Avenue,,,,1576353940,
1576353940,261122476,,,28.663179,1576353940,,residential,,,South Everett Avenue,,,,261122476,
261124273,2350816111,,,65.611258,261124273,,residential,,,East 41st Street,,,,2350816111,
2350816111,261124276,,,53.573516,2350816111,,residential,,,East 41st Street,,,,261124276,
261124276,2350816158,,,51.044752,261124276,,residential,,,East 41st Street,,,,2350816158,
2350816158,261118283,,,56.566358,2350816158,,residential,,,East 41st Street,,,,261118283,
261118283,261118303,,,21.406025,261118283,,residential,,,East 41st Street,,,,261118303,
261118303,261124277,,,22.401162,261118303,,residential,,,East 41st Street,,,,261124277,
261124277,2391093346,,,61.921991,261124277,,residential,,,East 41st Street,,,,2391093346,
2391093346,5493808259,,,56.176608,2391093346,,residential,,,East 41st Street,,,,5493808259,
5493808259,5493808264,,,56.267762,5493808259,,residential,,,East 41st Street,,,,5493808264,
5493808264,2391093338,,,22.334637,5493808264,,residential,,,East 41st Street,,,,2391093338,
2391093338,497398777,,,4.112094,2391093338,,residential,,,East 41st Street,,,,497398777,
497398777,261124279,,,65.70255,497398777,,residential,,,East 41st Street,,,,261124279,
261124279,2390144300,,,47.106641,261124279,,residential,,,East 41st Street,,,,2390144300,
2390144300,2390144311,,,8.000423,2390144300,,residential,,,East 41st Street,,,,2390144311,
2390144311,261124280,,,79.025232,2390144311,,residential,,,East 41st Street,,,,261124280,
261124280,261124281,,,169.624021,261124280,,residential,,,East 41st Street,,,,261124281,
261124281,261124283,,,21.231951,261124281,,residential,,,East 41st Street,,,,261124283,
261124283,4590155939,,,222.616974,261124283,,residential,,,East 41st Street,,,,4590155939,
261124289,1954479000,,,75.829483,261124289,,residential,,,East 41st Street,,,,1954479000,
1954479000,261124290,,,72.347802,1954479000,,residential,,,East 41st Street,,,,261124290,
261124290,261124291,,,75.861583,261124290,,residential,,,East 41st Street,,,,261124291,
261124291,261124292,,,71.131742,261124291,,residential,,,East 41st Street,,,,261124292,
261124292,261124294,,,78.242601,261124292,,residential,,,East 41st Street,,,,261124294,
261126792,367787784,,,49.782084,261126792,,residential,,,East 78th Street,yes,,,367787784,
367787784,261126791,,,50.197642,367787784,,residential,,,East 78th Street,yes,,,261126791,
261126791,367787770,,,50.751713,261126791,,residential,,,East 78th Street,yes,,,367787770,
367787770,261126790,,,50.508467,367787770,,residential,,,East 78th Street,yes,,,261126790,
261126790,367787708,,,51.298642,261126790,,residential,,,East 78th Street,yes,,,367787708,
367787708,261126789,,,49.965672,367787708,,residential,,,East 78th Street,yes,,,261126789,
261126789,367787700,,,50.356643,261126789,,residential,,,East 78th Street,yes,,,367787700,
367787700,261126788,,,51.674668,367787700,,residential,,,East 78th Street,yes,,,261126788,
261126788,367787693,,,50.558755,261126788,,residential,,,East 78th Street,yes,,,367787693,
367787693,261126787,,,50.461739,367787693,,residential,,,East 78th Street,yes,,,261126787,
261126787,2408906627,,,50.779114,261126787,,residential,,,East 78th Street,yes,,,2408906627,
2408906627,261126786,,,50.364116,2408906627,,residential,,,East 78th Street,yes,,,261126786,
261126786,2408906670,,,50.356857,261126786,,residential,,,East 78th Street,yes,,,2408906670,
2408906670,261126785,,,51.477083,2408906670,,residential,,,East 78th Street,yes,,,261126785,
261126785,2408906649,,,50.019053,261126785,,residential,,,East 78th Street,yes,,,2408906649,
2408906649,261126784,,,50.508536,2408906649,,residential,,,East 78th Street,yes,,,261126784,
261126784,2408906645,,,51.11102,261126784,,residential,,,East 78th Street,yes,,,2408906645,
2408906645,261126783,,,51.169103,2408906645,,residential,,,East 78th Street,yes,,,261126783,
261126783,2408906668,,,50.21515,261126783,,residential,,,East 78th Street,yes,,,2408906668,
2408906668,261126782,,,50.422573,2408906668,,residential,,,East 78th Street,yes,,,261126782,
261126782,2317748296,,,46.480351,261126782,,residential,,,East 78th Street,yes,,,2317748296,
2317748296,261126781,,,44.926718,2317748296,,residential,,,East 78th Street,yes,,,261126781,
261126781,2317748297,,,48.566425,261126781,,residential,,,East 78th Street,yes,,,2317748297,
2317748297,414195576,,,40.341948,2317748297,,residential,,,East 78th Street,yes,,,414195576,
2408193839,5495952452,,,37.604282,2408193839,,residential,,,East 78th Street,,,,5495952452,
5495952452,261126803,,,3.087467,5495952452,,residential,,,East 78th Street,,,,261126803,
261126803,2408193857,,,51.127703,261126803,,residential,,,East 78th Street,,,,2408193857,
2408193857,261126804,,,49.533933,2408193857,,residential,,,East 78th Street,,,,261126804,
261126804,2408193873,,,49.977695,261126804,,residential,,,East 78th Street,,,,2408193873,
2408193873,261126805,,,51.396762,2408193873,,residential,,,East 78th Street,,,,261126805,
261126805,2408193885,,,50.22636,261126805,,residential,,,East 78th Street,,,,2408193885,
2408193885,261126806,,,52.769764,2408193885,,residential,,,East 78th Street,,,,261126806,
261126807,2418093104,,,63.40488,261126807,,residential,,,East 78th Street,yes,,,2418093104,
2418093104,261126808,,,66.616774,2418093104,,residential,,,East 78th Street,yes,,,261126808,
261126808,2418093088,,,66.631039,261126808,,residential,,,East 78th Street,yes,,,2418093088,
2418093088,261126809,,,67.951088,2418093088,,residential,,,East 78th Street,yes,,,261126809,
261126809,2418093109,,,65.410058,261126809,,residential,,,East 78th Street,yes,,,2418093109,
2418093109,261126810,,,67.13678,2418093109,,residential,,,East 78th Street,yes,,,261126810,
261126810,2418093111,,,67.089536,261126810,,residential,,,East 78th Street,yes,,,2418093111,
2418093111,261126811,,,67.90297,2418093111,,residential,,,East 78th Street,yes,,,261126811,
261126811,2418093132,,,65.016074,261126811,,residential,,,East 78th Street,yes,,,2418093132,
2418093132,261126812,,,67.240852,2418093132,,residential,,,East 78th Street,yes,,,261126812,
261126812,2418093124,,,68.10994,261126812,,residential,,,East 78th Street,yes,,,2418093124,
2418093124,261126813,,,63.695042,2418093124,,residential,,,East 78th Street,yes,,,261126813,
261126813,386534640,,,53.75913,261126813,,residential,,,East 78th Street,yes,,,386534640,
386534640,261126814,,,49.272093,386534640,,residential,,,East 78th Street,yes,,,261126814,
261126814,386534631,,,50.577819,261126814,,residential,,,East 78th Street,yes,,,386534631,
386534631,261126815,,,50.691822,386534631,,residential,,,East 78th Street,yes,,,261126815,
261126815,386534616,,,50.345357,261126815,,residential,,,East 78th Street,yes,,,386534616,
386534616,261126816,,,50.109639,386534616,,residential,,,East 78th Street,yes,,,261126816,
261126816,386534607,,,50.506144,261126816,,residential,,,East 78th Street,yes,,,386534607,
386534607,261126817,,,50.504914,386534607,,residential,,,East 78th Street,yes,,,261126817,
261126817,386534596,,,48.689275,261126817,,residential,,,East 78th Street,yes,,,386534596,
386534596,261126818,,,49.828503,386534596,,residential,,,East 78th Street,yes,,,261126818,
261126818,386534592,,,51.55997,261126818,,residential,,,East 78th Street,yes,,,386534592,
386534592,261126819,,,50.945839,386534592,,residential,,,East 78th Street,yes,,,261126819,
261126819,386534578,,,49.870568,261126819,,residential,,,East 78th Street,yes,,,386534578,
386534578,261126820,,,49.098258,386534578,,residential,,,East 78th Street,yes,,,261126820,
261126820,386534566,,,50.185846,261126820,,residential,,,East 78th Street,yes,,,386534566,
386534566,261126821,,,53.119478,386534566,,residential,,,East 78th Street,yes,,,261126821,
261126821,386534575,,,52.740061,261126821,,residential,,,East 78th Street,yes,,,386534575,
386534575,261126822,,,50.413334,386534575,,residential,,,East 78th Street,yes,,,261126822,
261126822,2408214849,,,50.694556,261126822,,residential,,,East 78th Street,yes,,,2408214849,
2408214849,261126823,,,50.254806,2408214849,,residential,,,East 78th Street,yes,,,261126823,
261126823,2408214875,,,50.244098,261126823,,residential,,,East 78th Street,yes,,,2408214875,
2408214875,261126824,,,49.065606,2408214875,,residential,,,East 78th Street,yes,,,261126824,
261126824,2408214900,,,50.761925,261126824,,residential,,,East 78th Street,yes,,,2408214900,
2408214900,261126825,,,50.297139,2408214900,,residential,,,East 78th Street,yes,,,261126825,
261126825,261126826,,,100.312787,261126825,,residential,,,East 78th Street,yes,,,261126826,
261126826,2408214874,,,51.04273,261126826,,residential,,,East 78th Street,yes,,,2408214874,
2408214874,261126827,,,50.246202,2408214874,,residential,,,East 78th Street,yes,,,261126827,
261126832,712905992,,,12.01614,261126832,,residential,,,East 78th Street,,,,712905992,
712905992,367989587,,,11.908281,712905992,,residential,,,East 78th Street,,,,367989587,
261126834,5533403323,,,79.361815,261126834,,residential,,,East 78th Street,yes,,,5533403323,
5533403323,5533403322,,,11.539907,5533403323,,residential,,,East 78th Street,yes,,,5533403322,
5533403322,261126833,,,51.017599,5533403322,,residential,,,East 78th Street,yes,,,261126833,
261126833,261126832,,,137.063445,261126833,,residential,,,East 78th Street,yes,,,261126832,
261126992,5495260145,,,66.984516,261126992,,residential,,,South Calumet Avenue,,,,5495260145,
5495260145,5495260142,,,84.303403,5495260145,,residential,,,South Calumet Avenue,,,,5495260142,
5495260142,261126993,,,253.944824,5495260142,,residential,,,South Calumet Avenue,,,,261126993,
261126993,261126994,,,202.104097,261126993,,residential,,,South Calumet Avenue,,,,261126994,
261126994,261126995,,,110.982572,261126994,,residential,,,South Calumet Avenue,,,,261126995,
261126995,1317509540,,,93.56499,261126995,,residential,,,South Calumet Avenue,,,,1317509540,
351090386,261127004,,,585.419963,351090386,,residential,,,South Calumet Avenue,,,,261127004,
261127004,261127002,,,406.3373,261127004,,residential,,,South Calumet Avenue,,,,261127002,
276584566,261127032,,,203.437537,276584566,,residential,,,South Calumet Avenue,,,,261127032,
261127032,5493532264,,,142.920493,261127032,,residential,,,South Calumet Avenue,,,,5493532264,
5493532264,261127033,,,59.880287,5493532264,,residential,,,South Calumet Avenue,,,,261127033,
261127033,5493532120,,,77.830745,261127033,,residential,,,South Calumet Avenue,,,,5493532120,
5493532120,5493532119,,,31.345877,5493532120,,residential,,,South Calumet Avenue,,,,5493532119,
5493532119,5493532116,,,15.784157,5493532119,,residential,,,South Calumet Avenue,,,,5493532116,
5493532116,5493532315,,,211.300913,5493532116,,residential,,,South Calumet Avenue,,,,5493532315,
5493532315,3993119846,,,9.466065,5493532315,,residential,,,South Calumet Avenue,,,,3993119846,
3993119846,5493532321,,,40.544919,3993119846,,residential,,,South Calumet Avenue,,,,5493532321,
5493532321,261127035,,,19.810854,5493532321,,residential,,,South Calumet Avenue,,,,261127035,
261127039,2394279686,,,39.285537,261127039,,residential,,,South Calumet Avenue,,,,2394279686,
2394279686,261127041,,,156.90795,2394279686,,residential,,,South Calumet Avenue,,,,261127041,
261127041,261124276,,,205.101048,261127041,,residential,,,South Calumet Avenue,,,,261124276,
