,BLOCKID10,POP10,CE01_2014,long,lat
84705,170314911002008,40,1,-87.6356985,41.7008595
84706,170314911005029,28,0,-87.6381253,41.7019256
84707,170314911005030,43,6,-87.6381048,41.7008349
84708,170314909023004,42,0,-87.6164365,41.7045364
84709,170314909024021,35,0,-87.6085522,41.7067088
84710,170314909024024,30,8,-87.60868690000001,41.7053377
84711,170314909024027,31,2,-87.6087282,41.7048789
84712,170314909023002,54,8,-87.61522120000001,41.704555299999996
84713,170314909023011,51,4,-87.6163879,41.7027124
84714,170314908004009,44,2,-87.6171499,41.708403600000004
84715,170314908004011,27,0,-87.6159306,41.7084219
84716,170314908004014,39,1,-87.61410759999998,41.7084504
84717,170314909021021,18,0,-87.6090196,41.7021453
84718,170315001001017,39,4,-87.5974743,41.72098629999999
84719,170315001001006,0,-1,-87.5966209,41.7219338
84720,170314905001002,0,-1,-87.6089742,41.72133839999999
84721,170314701002046,25,2,-87.5930398,41.7256389
84722,170318388002013,37,0,-87.56166970000001,41.698682899999994
84723,170318388002043,50,1,-87.5599325,41.7036815
84724,170318388002044,62,6,-87.5605304,41.703918200000004
84725,170318388002047,42,6,-87.56232259999999,41.703903600000004
84726,170318388002028,0,-1,-87.5644927,41.7072479
84727,170318388002032,54,3,-87.56117890000002,41.707276799999995
84728,170315102003029,52,7,-87.56240240000001,41.709024799999995
84729,170315103003021,38,0,-87.5672421,41.709173299999996
84730,170315102002006,43,1,-87.56239479999999,41.7145117
84731,170315102002004,33,3,-87.56128290000001,41.714461799999995
84732,170315102003007,31,2,-87.5624565,41.7126455
84733,170315103004022,40,18,-87.56758959999999,41.713250200000004
84734,170315103004024,30,12,-87.5700442,41.71323579999999
84735,170315102003016,34,3,-87.5612388,41.7108446
84736,170315102003014,37,2,-87.5624394,41.7108323
84737,170315103004035,33,2,-87.56484379999999,41.710794899999996
84738,170315102003027,41,3,-87.5611986,41.709038
84739,170315101002052,49,1,-87.5540932,41.7163683
84740,170315101002011,61,1,-87.5490192,41.7188964
84741,170315101002040,46,4,-87.5534339,41.718190899999996
84742,170315101001027,45,5,-87.5521197,41.720689899999996
84743,170315102001011,27,1,-87.56117090000001,41.7219416
84744,170315102001014,19,0,-87.5608118,41.719666
84745,170314804003011,25,3,-87.579727,41.725831400000004
84746,170314804003010,20,1,-87.5784744,41.725832200000006
84747,170314804003006,25,0,-87.5736041,41.725896999999996
84748,170314805002042,36,4,-87.5647453,41.725105600000006
84749,170314805002035,20,1,-87.5597767,41.725401
84750,170314805002029,11,1,-87.5555888,41.7247869
84751,170314805002024,24,0,-87.5563068,41.7254399
84752,170314805002014,22,1,-87.55738520000001,41.72609310000001
84753,170314805003052,11,0,-87.5604961,41.727214700000005
84754,170314610001022,11,0,-87.54928000000001,41.727722
84755,170314610001026,6,-1,-87.551941,41.727914399999996
84756,170314610001037,0,-1,-87.5472189,41.7280777
84757,170318339002017,62,5,-87.552317,41.7312287
84758,170318339002002,0,-1,-87.54189609999999,41.731366200000004
84759,170314805003037,36,0,-87.5585147,41.7292064
84760,170314805003060,36,0,-87.56258199999999,41.7323631
84761,170314804001000,40,6,-87.5661819,41.7326227
84762,170314804001002,22,3,-87.5675743,41.7327644
84763,170314804002006,50,21,-87.5697308,41.7289217
84764,170314804001003,45,5,-87.568609,41.7325874
84765,170314801001025,49,1,-87.5686793,41.7344189
84766,170314801001012,39,1,-87.569934,41.73600029999999
84767,170314503001014,4,2,-87.58512259999999,41.747479299999995
84768,170318343006021,43,1,-87.5873718,41.7469121
84769,170316915002010,47,3,-87.5995823,41.7574966
84770,170316915001001,0,-1,-87.60355159999999,41.7583746
84771,170318418002019,70,8,-87.59469820000001,41.7666792
84772,170314303001018,39,1,-87.58744909999999,41.769915600000004
84773,170318439001024,36,2,-87.58756609999999,41.775848700000004
84774,170314303002012,50,3,-87.58829720000001,41.766946600000004
84775,170314303002004,33,1,-87.5875196,41.7690098
84776,170314301011003,266,97,-87.5742479,41.7689196
84777,170314301014005,154,5,-87.5749522,41.772560299999995
84778,170314306002016,49,4,-87.57431020000001,41.7627603
84779,170318439001020,0,-1,-87.588476,41.778576
84780,170318439005000,303,16,-87.5691645,41.7732721
84781,170314307002008,0,-1,-87.56419050000001,41.7635689
84782,170314108001007,165,6,-87.58842170000001,41.7986499
84783,170318360002014,47,3,-87.6129806,41.8121558
84784,170313812001009,67,43,-87.6150876,41.806909399999995
84785,170313819002007,44,2,-87.61508859999999,41.8037403
84786,170313818002002,7,0,-87.61767009999998,41.802986700000005
84787,170314105002000,528,102,-87.60512729999999,41.799505200000006
84788,170314105002003,79,8,-87.60480190000001,41.7977197
84789,170314003001003,101,9,-87.61645340000001,41.7975476
84790,170314004001006,4,0,-87.6162589,41.7934404
84791,170314004001011,249,14,-87.6163295,41.7920871
84792,170318362001023,38,-1,-87.6040859,41.7922679
84793,170314105001011,33,3,-87.6030085,41.7958888
84794,170318395001006,141,5,-87.6185222,41.8327528
84795,170318396002011,42,1,-87.61850109999999,41.828210299999995
84796,170318396002008,0,-1,-87.62076579999999,41.8265214
84797,170313514001022,103,11,-87.6220355,41.826687299999996
84798,170313514001015,16,1,-87.6252145,41.8271104
84799,170313514001028,20,3,-87.625206,41.8260199
84800,170313805001008,51,4,-87.6281232,41.8198083
84801,170318359002014,65,4,-87.62037629999999,41.822749
84802,170318396002015,0,-1,-87.6213271,41.8248857
84803,170313807001004,222,12,-87.6250342,41.8156039
84804,170313814001015,127,12,-87.62154759999999,41.806574499999996
84805,170313818002010,15,0,-87.6238816,41.8028859
84806,170318358001026,68,3,-87.6178795,41.81027520000001
84807,170318346004000,0,-1,-87.6290354,41.7944001
84808,170318345001007,56,5,-87.6269813,41.7924239
84809,170318346001028,14,0,-87.6374821,41.7914606
84810,170318346001006,23,2,-87.63668340000001,41.7923763
84811,170318346001022,0,-1,-87.639875,41.789854600000005
84812,170318438002034,5,1,-87.6430491,41.7950261
84813,170318438002033,22,0,-87.643945,41.7950095
84814,170318347001008,74,3,-87.646606,41.791556899999996
84815,170318347001011,63,4,-87.646566,41.7897369
84816,170318347003015,37,5,-87.6429612,41.791579799999994
84817,170318347003036,0,-1,-87.64406059999999,41.7872671
84818,170318348001002,0,-1,-87.6452191,41.7842994
84819,170318348003010,24,3,-87.64369070000001,41.7848349
84820,170318348003002,55,3,-87.64317740000001,41.7868693
84821,170316809004009,0,-1,-87.642411,41.779951000000004
84822,170314008002007,197,17,-87.6216166,41.782651
84823,170314008002002,0,-1,-87.62341909999999,41.7846546
84824,170314207005004,22,2,-87.6140816,41.7791686
84825,170314207001009,45,68,-87.609247,41.779232799999996
84826,170314207001010,23,9,-87.6086728,41.779255400000004
84827,170314206002005,98,15,-87.61234470000001,41.7814349
84828,170314206002012,91,5,-87.6147336,41.7813917
84829,170314207005005,69,3,-87.61347590000001,41.7791723
84830,170316904001012,73,6,-87.6157571,41.7701533
84831,170316904003003,89,106,-87.6229757,41.768284799999996
84832,170316904002016,62,3,-87.6181045,41.7665678
84833,170316909003008,99,5,-87.61120670000001,41.7596234
84834,170316913002017,58,8,-87.6201933,41.7521388
84835,170316914003004,55,5,-87.6116598,41.7539092
84836,170314403002013,75,6,-87.61757879999999,41.744681400000005
84837,170314403003007,38,37,-87.6199475,41.742616600000005
84838,170314406001009,12,1,-87.6149985,41.7344484
84839,170314409003018,42,3,-87.612657,41.7280782
84840,170314409003023,24,1,-87.6100216,41.726758399999994
84841,170314409001002,60,3,-87.60836359999999,41.7327164
84842,170314409001010,16,2,-87.60502559999999,41.730722
84843,170314409002000,41,2,-87.60497629999999,41.7279967
84844,170314408001020,64,4,-87.60341,41.732341600000005
84845,170314408002008,20,2,-87.6036598,41.7300718
84846,170314904001009,34,3,-87.6132589,41.723067
84847,170314904001016,44,5,-87.61085200000001,41.723113399999995
84848,170314904001011,31,1,-87.61205600000001,41.7230912
84849,170314905002009,35,1,-87.61745,41.7206777
84850,170314701001017,53,5,-87.5988446,41.726935600000004
84851,170314701002022,12,-1,-87.60028129999999,41.7309945
84852,170314407001011,51,5,-87.60633309999999,41.7345786
84853,170314407001012,37,2,-87.6084132,41.7345424
84854,170314408001008,32,7,-87.6032223,41.734168100000005
84855,170314701002050,45,4,-87.5945936,41.7269893
84856,170314802002007,70,7,-87.5895967,41.734128600000005
84857,170314803001004,115,9,-87.5883401,41.7323217
84858,170314804006015,41,2,-87.58187579999999,41.7305897
84859,170314804004021,34,11,-87.5811068,41.7267352
84860,170314804005013,23,2,-87.58006740000002,41.7287836
84861,170314804006010,18,0,-87.5786292,41.73131
84862,170314804006008,42,2,-87.57706970000001,41.7306466
84863,170314805001030,22,6,-87.56387840000001,41.7264981
84864,170314804007010,46,1,-87.5783417,41.732460100000004
84865,170314801002024,30,1,-87.5778189,41.7358856
84866,170314801002002,1,0,-87.57752740000001,41.7367976
84867,170314801002010,16,0,-87.5831453,41.735598100000004
84868,170314802002016,12,0,-87.5929089,41.7347777
84869,170318343005008,118,7,-87.5909623,41.7390076
84870,170314503001055,25,0,-87.5837525,41.74126629999999
84871,170314503001056,45,3,-87.58174749999999,41.7412919
84872,170314503004006,75,8,-87.5837146,41.7394438
84873,170314503004011,42,1,-87.58369640000001,41.7385343
84874,170314503004018,42,6,-87.58366240000001,41.7376204
84875,170314503004010,61,3,-87.5816943,41.7385614
84876,170318343003000,0,-1,-87.58610420000001,41.7437356
84877,170318343003019,0,-1,-87.58609890000001,41.741928
84878,170318343001020,48,4,-87.5907773,41.7450518
84879,170314401023002,61,6,-87.6028744,41.743073700000004
84880,170314402013002,131,6,-87.6066316,41.7466903
84881,170314401014009,127,9,-87.6029806,41.748565899999996
84882,170314401024000,134,9,-87.6016793,41.7449115
84883,170314401013002,96,6,-87.6005053,41.7467591
84884,170318343001009,48,1,-87.59660229999999,41.7474881
84885,170318343001013,121,9,-87.5963669,41.7461191
84886,170318343006029,62,3,-87.5884926,41.746888500000004
84887,170314402013004,101,4,-87.6078388,41.74666920000001
84888,170314402011001,11,0,-87.6070426,41.751023700000005
84889,170314402011004,73,5,-87.60671590000001,41.7501165
84890,170316914002007,66,6,-87.60799540000001,41.7523474
84891,170314401014004,43,6,-87.60424640000001,41.750383500000005
84892,170318343006018,50,18,-87.58856949999999,41.7487286
84893,170318342004030,0,-1,-87.588714,41.7547711
84894,170314312001018,45,5,-87.57386740000001,41.7527652
84895,170314312001020,50,3,-87.5726443,41.7527741
84896,170314605007001,52,2,-87.5729457,41.7514245
84897,170314605007028,24,0,-87.57259870000001,41.7505078
84898,170314312002037,71,3,-87.575165,41.7561599
84899,170314312002031,37,6,-87.573933,41.75617020000001
84900,170314312002008,24,4,-87.5755351,41.7586624
84901,170318342002022,23,1,-87.5837166,41.7576779
84902,170318342004018,31,1,-87.5913693,41.7571342
84903,170318342004019,37,2,-87.5901485,41.7571424
84904,170314304004010,32,1,-87.59355529999999,41.7597805
84905,170314304003016,30,1,-87.5873184,41.7608009
84906,170314304004019,18,0,-87.5873101,41.7598974
84907,170314309001009,0,-1,-87.58600059999999,41.7619493
84908,170314309002021,41,2,-87.5842875,41.759008
84909,170314309002002,55,4,-87.577679,41.7597643
84910,170314309001004,31,1,-87.5795897,41.7615745
84911,170314308002012,41,3,-87.57396829999999,41.7600389
84912,170314308002011,40,1,-87.5733758,41.7600187
84913,170314312001006,88,5,-87.5702267,41.7536837
84914,170314312001004,49,4,-87.56902640000001,41.7544198
84915,170314312002024,63,4,-87.567847,41.756250200000004
84916,170314312001002,47,1,-87.56781059999999,41.754436600000005
84917,170314312001032,71,2,-87.5665414,41.7529005
84918,170314313013007,115,3,-87.56412390000001,41.7528933
84919,170314313013006,103,7,-87.5635316,41.75290510000001
84920,170314313013005,49,3,-87.5629179,41.752911100000006
84921,170314314002004,0,-1,-87.558027,41.7582401
84922,170314601001015,52,3,-87.54895529999999,41.7508343
84923,170314601001016,53,6,-87.5483397,41.7508398
84924,170314313021011,0,-1,-87.560924,41.7599564
84925,170314605005008,43,4,-87.5762055,41.7470607
84926,170314605005004,63,6,-87.5737791,41.747090299999996
84927,170314605001013,61,5,-87.5701323,41.7489449
84928,170314605004018,44,4,-87.5724647,41.74337379999999
84929,170314605003018,69,6,-87.57068000000001,41.743498200000005
84930,170314605002013,27,4,-87.56765970000001,41.7455447
84931,170314604003010,59,4,-87.5651896,41.74356029999999
84932,170314604003002,3,-1,-87.5631018,41.74432279999999
84933,170314604003006,81,5,-87.56275090000001,41.7434029
84934,170314604003008,46,3,-87.56397659999999,41.7435761
84935,170314604001007,187,20,-87.5628778,41.7504082
84936,170314603024024,69,1,-87.55976509999999,41.7456771
84937,170314603023007,71,4,-87.5591227,41.743644399999994
84938,170314603011012,73,9,-87.5590588,41.740010600000005
84939,170314603024022,57,0,-87.5585494,41.7456915
84940,170314603024019,25,1,-87.5570121,41.7448011
84941,170314603024014,3,-1,-87.5565547,41.7455393
84942,170314603023003,62,5,-87.5566887,41.7436773
84943,170314603013007,113,10,-87.5566704,41.74186470000001
84944,170314603011010,93,3,-87.5578456,41.7400264
84945,170314606001015,100,5,-87.55879909999999,41.734885399999996
84946,170314607001008,33,1,-87.54475450000001,41.7347263
84947,170314607001002,107,5,-87.5447863,41.7365479
84948,170314602002009,69,3,-87.5505694,41.7401086
84949,170314602002005,24,4,-87.5508531,41.7444347
84950,170314601004006,96,2,-87.5506529,41.7455788
84951,170314601002015,26,1,-87.5509493,41.7489771
84952,170314313022013,161,9,-87.5624119,41.7579013
84953,170314204001002,0,-1,-87.6052446,41.7855704
84954,170314205001010,62,1,-87.60874799999999,41.7830975
84955,170314004002006,93,5,-87.6170395,41.7884183
84956,170318347002009,89,12,-87.6477745,41.789716999999996
84957,170316805001009,64,44,-87.6538856,41.791443900000004
84958,170316805001011,10,1,-87.6545386,41.7928197
84959,170316805002003,86,5,-87.6505925,41.7935971
84960,170316120002016,55,7,-87.65399709999998,41.795361
84961,170316120002008,26,0,-87.6515696,41.7953956
84962,170316119002028,0,-1,-87.65611120000001,41.7943252
84963,170316103001009,11,1,-87.6660453,41.8156231
84964,170316103001022,91,3,-87.66666790000001,41.8149588
84965,170318426002002,9,1,-87.6531685,41.822998299999995
84966,170318397003008,45,9,-87.65246640000001,41.8313429
84967,170318397003005,171,12,-87.6525657,41.8336445
84968,170316006001019,163,39,-87.65157690000001,41.8394215
84969,170316004001004,106,10,-87.6437094,41.8443297
84970,170316004003003,94,23,-87.6460681,41.8426005
84971,170316806002029,0,-1,-87.6502353,41.77988679999999
84978,170315803001026,84,5,-87.7056405,41.823696999999996
84979,170315802001030,26,2,-87.7008546,41.827458299999996
84981,170316814004000,64,5,-87.6486409,41.7649046
84982,170316814001006,82,7,-87.6452974,41.7640488
84983,170316814001004,10,2,-87.6446488,41.76246679999999
84984,170316814004008,78,8,-87.6495056,41.762397299999996
84985,170317102002003,120,10,-87.64693620000001,41.756876
84986,170317102001010,0,-1,-87.6459603,41.7548338
84987,170315401012000,255,13,-87.6140937,41.655504
84992,170315202003037,77,6,-87.5379989,41.7129098
84993,170315101001005,0,-1,-87.5483497,41.7225557
84994,170317401004004,30,4,-87.7005917,41.6936247
84995,170317403002024,0,-1,-87.7011937,41.69270770000001
84996,170317401003010,42,23,-87.7000858,41.6961312
84997,170317402003022,45,2,-87.7020265,41.6997338
85000,170317204002029,12,2,-87.69087459999999,41.706559399999996
85001,170317204002013,35,1,-87.69137979999999,41.7124244
85002,170317204002001,15,3,-87.6886255,41.713361799999994
85003,170317204002006,37,4,-87.6881862,41.709065
85004,170317205002023,18,2,-87.68580759999999,41.7047541
85005,170317205001014,22,2,-87.68792590000001,41.704051799999995
85006,170317205001013,18,1,-87.6878973,41.7031385
85007,170317205002037,40,3,-87.6848435,41.700205700000005
85008,170317503002009,54,10,-87.68483520000001,41.693361700000004
85009,170317503002018,28,5,-87.6833877,41.692924
85010,170317504001028,29,1,-87.6838819,41.689192
85011,170317504002008,21,2,-87.683042,41.6833661
85017,170317505004018,55,26,-87.67260300000001,41.680026299999994
85018,170317505003025,27,1,-87.6655316,41.689513899999994
85019,170317505003001,30,3,-87.6635435,41.690695299999994
85020,170317502001014,27,3,-87.6648745,41.6950605
85021,170317502002011,0,-1,-87.6679193,41.698244200000005
85022,170317502002000,47,1,-87.6677222,41.6988119
85023,170317501003022,29,0,-87.6578109,41.695113299999996
85024,170314909012018,24,3,-87.6191819,41.6942078
85025,170314914003009,24,4,-87.62000920000001,41.691460299999996
85026,170314909013017,39,1,-87.6152807,41.696565299999996
85027,170314909013010,88,5,-87.61684129999999,41.6974601
85028,170314909013009,34,2,-87.6174657,41.697458000000005
85029,170314909012003,35,4,-87.61989770000001,41.6971768
85030,170314910002012,10,1,-87.62345570000001,41.694851799999995
85031,170314910002011,25,0,-87.62350550000001,41.6957745
85032,170314910002008,25,0,-87.62647,41.6950511
85033,170314910002029,45,21,-87.626455,41.694595
85034,170314910005026,27,3,-87.6282756,41.6957076
85035,170314913004003,35,3,-87.6313033,41.6918116
